gid, uid1, uid2, final_game_state, result
1077, 5, 9, OX..OO.XX...X.XXX...X.XOOOXXX...XX.XO.XO..O.......O.XX..XO.XO..O.X.XO.X...XX..OX..XX.OX.OOO.OX....XO.XOXXO.XO.X...O....X....OX.XOX...XO..XO.OO..O..O.O.....OO.O..OOX..X..OO..X.OO...OOXXOO.XXXOOOO.X..OX..X.X.X.O.OX.XO.X..OO.OXO, WHITE
1078, 6, 7, O...O..O.X....O...O..X..OO..X..OXX...X.X..OXXO.X......X.XX.O.OX...XO...X..X......O.......X.X..X.....X...X.OX...XX..XOO..X.O..X.O.XXOO..........XOX..XO.O....O.O..X....O.OOOX...X.X....O.OOO...OOXX..OXO.....X.O..O.O...XX..OX.O.., BLACK
1079, 6, 7, ..O.O..XXO.X...O.X..O.X.OO.OXO.OXXO.OX.XXOO.OOOXXXOO...XXXXX...OO.O..OOOXOOX.X..X.O..OXOO.OO..X.O.XO.XO.XXXXO.XOOXOO..OXOOO.XOX...OOOXX.OX..XXO.XOX.XOO....X..O..O.O.X.X....X..XO.O.XO.OXOXXXXO.OX..XXOXXXO.OXX.X.XOXX...X.XXXO.O, BLACK
1080, 6, 8, O...X....O.OO.XO.O.X..X.OOOX...OO..XXXXO.....X..XO..O........X..O....XXX.....X....X.O...OXX..X...X.XOOOOO.O...O.XO.X.O.OOXOO....OXO....XO..........X........OX.O.....X.....X.X..X.....X..X....O...OO......O...XX...O.XX......XX.O, WHITE
1081, 6, 8, .X.....O..X.X.X...O.O.XOXX....OO.....XO..OX..X....O...O..O.OX...X.XXX.OXO.O.XO..XO.XX.X.OO...XXXX.XOOX.O...OO.XX..OOX.O.O.O.O.X..XOX..O..X.OOX.X.OX.O.........XO.....X...O.XO.X....OO....X.OX.XOX.XXO.X.O.XX..O...OX....OXO.O.O.., BLACK
1082, 6, 9, OOXOO..XO.O.OXOXXXOXOO.X..XX...OXO...XOOX.OO.X.OOXOXX.X.OOXX.X.XO.XXXX.OO.OO.XXXOOOO.XX.O..O.XOX..OXOX.XX.OOX...X.X..OOX..XXO.OXXOOX.XXXO..XXOOOXOXX..XX.OXOXOOXXOOOXOX..X.OOXX.OXOOOOOO.X..O..OOX.OXOX....OOOX.X.X.XXO.OXXXOO.X., BLACK
1083, 6, 9, XXXO..X.OX......X...X..X......X..X..OXO.O.O.....OO.X.XOOO........X..OO.OO..OX.O.O.OX.X..OO.XOXX...XXX..O..O.OO.XX.X..O.O....X.XOXXO.X.....X..XOOXX...OOOX..O.O.O......O.OX...X..X.XOXX..XX.X..O......X.O...OOO..OX..XX.XXOO....O., BLACK
1084, 7, 8, .O...XXXO..O...........XO.X...OO.OO.XX..OO.......X..OX.X.O..O.X.O..................X...X..OX.....X..X...O..XO..X.X...X........XO.X...OXO......XO.X.......X...X...XO....O............O.OX...O..........O..X...OX....XO....OO......, BLACK
1085, 7, 8, O..X..XX...OOXXO..XOXXXXOOX..OXOX.O.XO..X.X.XO.XXOOO..OXXOXX..X.XX.X..O...O...OO.OX..O.XX..X.OO..OX..X..OOOOX.......O.XOX..O.XOXX..OXOXO.X..OOO..OO....O.XO......O.OX.X.OX..O..OOO.....XX.X.O.XO.XX.O.X..OX...XOO....OXXXXOO.X..., WHITE
1086, 7, 9, ..........OOOOOX......O.XO.XXX.X..X...XO......OOX..XO..OO....O..X...X..OXX..O....XOXX.XX...O....OOXO.OOXOO.O......X..XX.OX.O....O...XX.OXX.O..XO.......XX.XX.O.O.X.X.O..X.....X.X.OO.X....X.OX..OO........OOXX.O.O..O.X...O.X...., WHITE
1087, 7, 9, X...O..X...OXOO.XXOXO..O..XOXOX.OOX...OOO.XOO.XX..X.XO...X....OX...OO...X.XOOO.OOO.X..OXXXOX.X..XXXO.O..OOXOX.OXOO...XO.XO.X...O.OO.O...X.XOOX.O..OXXOX.X.O.O.O.XX..XXXOX.O.OOX.X.X.O.X.OOX.....O..OOXXXXX..XXX..X.....XO.OX..XO., BLACK
1088, 8, 9, OXX.OO.OXXOXO.XXXXO.X....O.XOXX.OO.X.OOOX..X.O.OX.X..XOXXOOXXO.O.XO..O.XXOX.X.OX..XOX.X.XXOO....OOX.....O.X.X.OX.OOOXOX.X.O.X.OOX..OOXOOO.X.O.OOOOOX...OX.OX.XO.XX..O.OXX.OO..X....X...OOXXOOO.....O.O....X.XO.O.XO.XX.XXXX.....X, WHITE
1089, 8, 9, .......O.OXOOX...X.O..XX.OXOOO...X.XOO.X.XXOO.XXOO.OXO.O.......XXO.XXOXX.X.X..XOXOX.XX...O.XXOOXO.XO.X..XO.OO.......X.OO.XOX.......OX.O.XXX..O.OO.OOX..X.XO.X.OX....X..XO..X....XX.O...O..OO..O.....OXXOOO...OXO.OOXX.X.O.XOX.X.O, WHITE
