gid, uid1, uid2, final_game_state, result
1077, 5, 9, ...OO.X..XX...X.X...X...........O.X...OOO.XX....OX....O.XOO.....OX..O.O..O.....X..X..X.O.O.O.XX.X.X.O.O.O.....XX.X.X.X.O.O.XOO.X.....X....X.OO.....XXOXX.XOOX.OX.X..XXOOOO.X...X...XX.O.OO....O...OOO...XO.OO.O...X.....X.O..O.XX, WHITE
1078, 6, 7, OXX.XO..OXX.O.O..XOOO..OO..O.OOXO.OOXXX.O.O..X.O.OOOX.....OXXOXXX.X.OO.OOO...X..XOXOXX..OXOX.XOX.XXOOO.X.XO.O.O.OXXOOXX.X.X..OX.XO...XOX.XO.OOXO..O..XXOOXX.OXXOOX.XXX....XXXO..X...OX..O.X.OX.OXX.OX.O.OO.O.XXOOXXX.....XX.X.O.O, BLACK
1079, 6, 7, XO....XO.......XO.OOO.XXXX...X.OXXO..OOOO.OX..O...OXOO..X...XOX....X....X.X.X.O...........X....O.X.XO..O.O..X.X.X..XX.OOOXXOX..X.XX.....XXOO.OXOOO..OOOXO.OOX.....OX.....XO.O..XOX.O.XO...O..X.X.X.XO.X.O....O.O.X.X.XOX....O.X.O, WHITE
1080, 6, 8, ..O..OXX...OX...XXOO.......XX.XO.O..XOOXX.X.O....X.O.....XO.XX.X...XO...XOX.XOX.X..X.X..OO..OX.OXX...XO.OOO...O.O.....X.O..XX.X..XXX..O.XO.O.X.OO...X.....XOOO...X.....O.O...XO.....O.....XOX..O.X..O..X...OOOXO.XOX.O....X...O.O, BLACK
1081, 6, 8, XOOXXO..O..X.O...X.O......X.........O..XXXXXO...X.....O.O..X......OXO...XX.....XO..O....XXO..XO...O..X.OX.X....O.XO..XO....OX.............X..O.O...XX.X.OOX.X.......X.O.O.......O....OXO........XO...O......OX....X....X....OO.O., BLACK
1082, 6, 9, OX.....OX....XO..X.XO.X......XO...X.O...OO..X.........X..X.X....O.O.X.XXX.X.OOO.OOO........X..X....OX..XXX..XX..OOOOO.OO.......O..O........X..XO.XO..X..OXX........X..O.O.....XXO......X..X.......O....X.OO.X.O.X.OO.X..OX.O..O.., WHITE
1083, 6, 9, X.O.OOX.O.OX.OX..X.X..OOXXXOXX..XX..O.OOXX.....OXXX.OOX....X.O..OXX.XXX.OOO.O.OXXO.XOOX.XXO..OX..O.X..OXX.OO.OOO.OOXOX..XXX.O...XO.O..OOOOXOXXX.X.O..OXXXXXXOO..O.OX.X..XXXO...XX..OO.OO.X.OOOOX..O.X.X.OO.OXOXX.OXO...X..O.OXX.., BLACK
1084, 7, 8, .XXOOO..OOOO..X.O.O.OOX.......X.XXX.OO....X.X..OXXO...X....X...O.O.XX....OOOX...X.X.OO...XX..X.....O..OO.XO..O.XOOXX.XX.X..X.XOX..OXXOXXXX..O..O.X.XOXX....OX.O..XOX....X..OX....X..XX.OOXOOXOOX.XOO....XX..X......O.OO...OO.OOOO, BLACK
1085, 7, 8, OOOXO.X.X.XOX.O..OX.OOXXX.OXOOXOXOXOXX.OXXOO.XOOX.XXX.XOOXXX.X.XOXOO..XOO.X.OOXOXXXO.X.OXOXOXX..XXXOO...XO.OOO...XXO..XXOOOX.X.OOOOX...OXXXX.XOXOOOXOXXXOXOOO.XX.XXXOXOX.O.XO.OOOX.XXO.XXO.XOOXOXXOO..OOOOOO.OOO.OOO.X..X.OXXXOXX, WHITE
1086, 7, 9, ..O.O.XX.O..OOX....O...O.X..XX.OX.XXO....XOOXO..XX.O..OOX.O....OXO.OX...OOO...XO.XO.O.OXXOOX.OO...X..X...XX..OO...O.XXX...O.OOO.XX....X....XO.O..O.OO....X.O..OX...OXOXO.X.X.XX..O.O.X.XXXX....X...OXO..X.XX....OXOX.....XX.O.X.O, WHITE
1087, 7, 9, .XO..OXOXX.XO...O..X..XX.XOXXOOX.XOOX..XXX..X..X....OOXOOOXXOXXOX.XOO..O....O.OX.O..X.XOX.X.XOO..O..X..O.O.OX..O.OX.OOXO..X.O.O..X..O.O..X.OXXXOOOXXO.XXOXX.O..X..OOO....O.O.X.X..O..X....X.XO.X..XX...XOOXXO.X.X.O.OOXOO.XOOO.XO, WHITE
1088, 8, 9, XOX.XO.O.X.X.....XOOOX..OXXXO.XX...O..OOXXO.O.XXO..O.XXOX.XXX.X.X.O..XX..OXX......OOXX.X.OO...O....OXO.XOO.O..XX.OOOOO..OO.OOO....OXOXOX....O..X.X.X....XOOOXX.X.........OX..OOX..XOXO.X.X.XO.OO.XOXXX..OO.OO.XOO.XX..X.X.O.XO..., WHITE
1089, 8, 9, ..X.....O......X....OXXX.O......X.......X.O......X..OO...X.....XXX...O.O...O....O..X.X....O.OX..X.........OX....OX...OO.XXXOO.......X..O.XO...X.OOOOOX........X.O.........O..OXO...OX....XX........XO..OO........X....X.........., WHITE
5000, 0, 0,,
5001, 1, 0,,
5002, 1, 2,,
5003, 0, 1,,
